Name,Rarity,Price
Kricketune,Uncommon,$0.18 
Kyurem EX (96 Full Art),Ultra Rare,$21.50 
Lapras (25),Rare,$0.41 
Level Ball,Uncommon,$1.31 
Lucario,Holo Rare,$2.34 
Luxio (45),Uncommon,$0.16 
Meowth,Common,$0.17 
Mewtwo EX (98 Full Art),Ultra Rare,$59.96 
Mienshao,Uncommon,$0.20 
Moltres,Holo Rare,$2.12 
Munna,Common,$0.17 
Nuzleaf,Uncommon,$0.18 
Pansage,Common,$0.12 
Persian,Rare,$0.27 
Pikachu,Common,$1.02 
Pokemon Center,Uncommon,$0.13 
Raichu,Uncommon,$0.91 
Regigigas EX,Ultra Rare,$9.14 
Reshiram,Rare,$0.83 
Reshiram EX (95 Full Art),Ultra Rare,$38.67 
Scrafty,Holo Rare,$0.61 
Seedot,Common,$0.15 
Shaymin EX (94 Full Art),Ultra Rare,$27.71 
Shinx (42),Common,$0.16 
Simipour,Rare,$0.30 
Simisear,Rare,$0.39 
Sneasel,Common,$0.16 
Staryu,Common,$0.17 
Vanillite,Common,$0.19 
Weavile,Rare,$0.34 
Zapdos,Holo Rare,$3.62 
Zekrom,Rare,$0.39 
Zekrom EX (97 Full Art),Ultra Rare,$45.52 
Articuno ex,Holo Rare,$45.32 
Bayleef - 35/115 (Prerelease Promo),Promo,$41.95 
Celebi,Holo Rare,$15.47 
Chimecho (E-League Promo 2004),Promo,$5.24 
Groudon ex (38),Holo Rare,$38.30 
Grumpig - 29/106 (Prerelease Promo),Promo,$9.99 
Ivysaur - 35/100 (Prerelease Promo),Promo,$35.00 
Kyogre ex (1),Promo,$8.39 
Latias,Promo,$4.30 
Leafeon - 17/90 (Prerelease Promo),Promo,$16.01 
Ludicolo,Holo Rare,$3.46 
Marshtomp (Winner),Promo,$41.47 
Mew,Holo Rare,$22.48 
Mudkip (10),Holo Rare,$16.71 
Mudkip (18 Non-Holo),Promo,$5.60 
Pichu - 28/123 (Prerelease Promo),Promo,$69.96 
Pikachu,Promo,$25.49 
Piloswine - 46/100 (Prerelease Promo),Promo,$8.22 
Raichu - 27/99 (Prerelease Promo),Promo,$7.93 
Rayquaza ex,Holo Rare,$54.74 
Snorlax - 33/95 (Prerelease Promo) [Staff],Promo,$149.99 
Swalot - 50/101 (Prerelease Promo),Promo,$12.99 
Torchic (17 Non-Holo),Promo,$2.67 
Treecko - 7 (Nintendo Promo),Holo Rare,$200.00 
Treecko (16 Non-Holo),Promo,$4.17 
Tropical Wind,Promo,$175.00 
Whismur (Cosmo Holo),Promo,$3.59 
Zapdos ex,Holo Rare,$54.96 
Beldum,Promo,$4.01 
Flygon,Promo,$12.47 
Groudon ex (2),Promo,$6.77 
Grovyle (Winner),Promo,$23.58 
Gyarados (Prerelease Promo),Promo,$174.95 
Jirachi,Promo,$6.40 
Kyogre ex (37),Holo Rare,$25.99 
Latios,Promo,$3.69 
Luxio - 52/130 (Prerelease Promo),Promo,$6.93 
Meowth,Holo Rare,$3.81 
Metang (Delta Species) - 49/113 (Prerelease Promo),Promo,$15.15 
Milotic (Prerelease Promo),Promo,$12.95 
Moltres ex,Holo Rare,$39.87 
Mudkip (18 Holofoil),Promo,$12.93 
Mudkip (5),Holo Rare,$120.00 
Pikachu (Delta Species),Holo Rare,$29.99 
Salamence - 19/97 (E-League Promo 2004),Promo,$27.16 
Shellos East Sea - 106/132 (Origins Game Fair 2008),Promo,$9.99 
Snorlax - 33/95 (Prerelease Promo),Promo,$30.52 
Suicune,Holo Rare,$15.22 
Torchic (17 Holofoil),Promo,$8.46 
Torchic (8),Promo,$21.48 
Treecko (16 Holofoil),Promo,$4.23 
Treecko (3),Promo,$14.71 
Tropius - 52/111 (Prerelease Promo),Promo,$11.91 
Typhlosion,Holo Rare,$19.03 
Whismur (Non-Holo),Promo,$2.50 
Altaria,Rare,$0.99 
Armor Fossil,Common,$0.45 
Bastiodon,Rare,$0.98 
Blastoise,Holo Rare,$21.33 
Blissey,Rare,$3.06 
Bronzong G,Uncommon,$0.71 
Cacturne,Uncommon,$0.31 
Carnivine (68),Common,$0.25 
Chansey,Common,$0.31 
Combee,Common,$0.27 
Cranidos,Uncommon,$0.37 
Cyrus's Conspiracy,Uncommon,$4.97 
Dialga G,Holo Rare,$8.20 
Dialga Lv. 70,Holo Rare,$5.75 
Dialga Lv. 73,Rare,$1.02 
Drapion Lv.X,Ultra Rare,$12.97 
Dunsparce,Common,$0.19 
Electabuzz,Secret Rare,$10.51 
Empoleon,Rare,$1.03 
Galactic HQ,Uncommon,$0.49 
Giratina Lv. 55,Holo Rare,$7.49 
Giratina Lv. 63,Holo Rare,$20.08 
Giratina Lv.X,Ultra Rare,$34.13 
Grimer,Common,$0.36 
Gyarados G,Rare,$4.65 
Hitmonchan,Secret Rare,$20.98 
Houndoom G,Uncommon,$1.01 
Kirlia,Uncommon,$0.79 
Kricketune,Rare,$0.58 
Level Max,Uncommon,$0.45 
Lickitung,Common,$0.50 
Lombre,Uncommon,$0.25 
Lotad,Common,$0.23 
Lucario,Uncommon,$1.69 
Luvdisc,Rare,$0.68 
Mareep,Common,$0.86 
Miasma Valley,Uncommon,$0.46 
Misdreavus,Common,$0.23 
Monferno,Uncommon,$0.80 
Ninetales,Rare,$1.86 
Octillery,Uncommon,$0.47 
Palkia G,Holo Rare,$7.74 
Piplup,Common,$0.35 
Poke Ball,Uncommon,$0.40 
Pokemon Rescue,Uncommon,$0.72 
Prinplup,Uncommon,$0.48 
Psyduck,Common,$1.03 
Rainbow Energy,Uncommon,$1.11 
Rampardos,Holo Rare,$4.29 
Riolu,Common,$0.29 
Seviper,Uncommon,$0.81 
Shaymin (15),Holo Rare,$5.71 
Shaymin Lv.X (Land Forme),Ultra Rare,$27.49 
Shieldon,Uncommon,$0.40 
Silcoon,Uncommon,$0.50 
Skull Fossil,Common,$0.38 
Slaking,Holo Rare,$1.49 
Squirtle,Common,$0.98 
Swablu (Shiny),Shiny Holo Rare,$27.91 
Team Galactic's Invention G-101 Energy Gain,Uncommon,$2.44 
Team Galactic's Invention G-105 Poke Turn,Uncommon,$7.05 
Torkoal,Common,$0.29 
Toxicroak G,Rare,$0.82 
Vigoroth,Uncommon,$0.25 
Vulpix (Shiny),Shiny Holo Rare,$66.99 
Weavile G,Holo Rare,$4.52 
Zangoose,Uncommon,$0.86 
Ampharos,Holo Rare,$8.26 
Banette,Rare,$2.13 
Beautifly,Rare,$1.01 
Blaziken,Holo Rare,$8.35 
Broken Time-Space,Uncommon,$3.53 
Cacnea,Common,$0.25 
Carnivine (43),Uncommon,$0.25 
Cascoon,Uncommon,$0.43 
Chimchar,Common,$0.43 
Combusken,Uncommon,$0.32 
Crobat G,Uncommon,$2.65 
Delcatty,Holo Rare,$6.79 
Dialga G Lv.X,Ultra Rare,$20.20 
Dialga Lv. 72,Holo Rare,$16.24 
Diglett,Common,$0.29 
Dugtrio,Rare,$0.37 
Dustox,Rare,$0.75 
Electrike,Common,$0.25 
Flaaffy,Uncommon,$0.64 
Gardevoir,Holo Rare,$9.76 
Giratina Lv. 59,Rare,$1.43 
Giratina Lv. 70,Rare,$1.18 
Golduck,Rare,$0.87 
Grotle,Uncommon,$0.49 
Happiny,Common,$0.86 
Honchkrow G,Common,$0.41 
Infernape,Rare,$1.44 
Kricketot,Common,$0.24 
Lapras,Common,$1.24 
Lickilicky,Rare,$0.49 
Life Herb,Uncommon,$0.30 
Looker's Investigation,Uncommon,$1.41 
Lotad (Shiny),Shiny Holo Rare,$49.98 
Ludicolo,Rare,$1.83 
Manectric,Holo Rare,$4.37 
Memory Berry,Uncommon,$0.41 
Mightyena,Uncommon,$0.48 
Mismagius,Uncommon,$0.51 
Muk,Uncommon,$0.58 
Nosepass,Common,$0.25 
Palkia,Rare,$2.09 
Palkia G Lv.X,Ultra Rare,$21.90 
PlusPower,Uncommon,$0.25 
Pokedex HANDY910is,Uncommon,$0.35 
Poochyena,Common,$0.40 
Probopass,Uncommon,$0.29 
Purugly G,Common,$0.28 
Ralts,Common,$0.41 
Remoraid,Common,$0.28 
Scyther,Secret Rare,$26.26 
Shaymin (14),Holo Rare,$11.78 
Shaymin (38),Rare,$2.17 
Shaymin Lv.X (Sky Forme),Ultra Rare,$28.67 
Shuppet,Common,$0.22 
Skitty,Common,$0.23 
Skuntank G,Common,$0.53 
Slakoth,Common,$0.28 
Swablu,Common,$0.42 
Tauros,Common,$0.40 
Team Galactic's Invention G-103 Power Spray,Uncommon,$2.21 
Torchic,Common,$0.25 
Torterra,Rare,$2.29 
Turtwig,Common,$0.44 
Vulpix,Common,$0.38 
Wartortle,Uncommon,$1.15 
Wurmple,Common,$0.25 
Armaldo ex (Holo),Ultra Rare,$40.00 
Beautifly,Uncommon,$3.63 
Larvitar,Common,$0.58 
Metagross,Rare,$6.13 
Murkrow,Uncommon,$4.09 
Pupitar,Uncommon,$4.26 
Sceptile,Rare,$18.39 
Swampert,Rare,$11.76 
Torkoal,Uncommon,$7.71 
Tyranitar ex (Non-Holo),Ultra Rare,$31.65 
Armaldo ex (Non-Holo),Ultra Rare,$22.00 
Blaziken,Rare,$42.41 
Masquerain,Uncommon,$3.73 
Minun,Common,$0.78 
Plusle,Common,$0.65 
Rayquaza,Rare,$15.65 
Surskit,Common,$0.53 
Swellow,Common,$0.51 
Tyranitar ex (Holo),Ultra Rare,$47.48 
Bulbasaur,Common,$5.19 
Celebi ex (Holo),Ultra Rare,$34.34 
Entei,Rare,$18.98 
Luvdisc,Common,$0.69 
Multi Technical Machine 01,Uncommon,$2.02 
Pidgeot,Rare,$14.22 
Pokemon Park,Uncommon,$9.66 
Suicune,Rare,$16.90 
TV Reporter,Uncommon,$2.05 
Cacnea,Common,$0.57 
Celebi ex (Non-Holo),Ultra Rare,$57.47 
Ivysaur,Uncommon,$18.65 
Mr. Briney's Compassion,Uncommon,$6.21 
Phanpy,Common,$2.08 
Pikachu,Common,$7.26 
Raikou,Rare,$16.93 
Tauros,Rare,$16.63 
Venusaur,Rare,$15.17 
Blastoise,Rare,$116.48 
Ditto,Common,$8.10 
Eevee,Common,$11.82 
Forretress,Uncommon,$8.49 
Ho-Oh ex (Holo),Ultra Rare,$70.00 
Ivysaur,Common,$3.58 
Low Pressure System,Uncommon,$2.71 
Minun,Rare,$6.25 
Plusle,Rare,$8.47 
Combusken,Uncommon,$9.99 
Donphan,Uncommon,$10.59 
Flareon,Rare,$23.37 
High Pressure System,Uncommon,$4.02 
Ho-Oh ex (Non-Holo),Ultra Rare,$179.45 
Jolteon,Rare,$11.63 
Marshtomp,Common,$0.96 
Pichu Bros.,Common,$28.83 
Vaporeon,Rare,$16.10 
Chimecho (Delta Species),Rare,$299.99 
Deoxys (Normal Forme) (Delta Species),Rare,$32.00 
Flygon,Rare,$9.49 
Heal Energy,Uncommon,$5.07 
Mudkip,Common,$2.37 
Pikachu,Common,$8.56 
Squirtle,Common,$10.48 
Wobbuffet,Common,$1.27 
Combusken,Uncommon,$6.50 
Grovyle,Uncommon,$12.50 
Mew,Rare,$51.33 
Pidgey,Common,$1.04 
Pokemon Fan Club,Uncommon,$17.50 
Scramble Energy,Uncommon,$4.50 
Treecko (Delta Species),Common,$1.75 
Bill's Maintenance,Uncommon,$1.97 
Charmander (Delta Species),Common,$11.33 
Delta Species Rainbow Energy,Uncommon,$2.97 
Espeon Star,Ultra Rare,$750.00 
Lugia,Rare,$96.00 
Mew (Delta Species),Rare,$139.15 
Pikachu,Common,$13.84 
Rare Candy,Uncommon,$6.83 
Zangoose (Delta Species),Common,$1.23 
Boost Energy,Uncommon,$2.02 
Charmeleon (Delta Species),Uncommon,$29.98 
Double Rainbow Energy,Rare,$21.31 
Ho-oh,Rare,$8.98 
Meowth (Delta Species),Common,$1.86 
Pelipper (Delta Species),Common,$0.79 
Pikachu (Delta Species),Common,$11.80 
Umbreon Star,Ultra Rare,"$1,800.00 "
Bastiodon,Rare,$7.95 
Buneary,Common,$2.39 
Chimchar,Common,$1.15 
Gible,Common,$3.17 
Manaphy,Rare,$1.68 
Pikachu,Common,$21.65 
Rampardos,Rare,$7.95 
Staravia,Uncommon,$8.95 
Turtwig,Common,$0.99 
Bidoof,Common,$5.99 
Cherubi,Common,$4.99 
Drifloon,Uncommon,$19.94 
Lucario,Rare,$2.93 
Pachirisu,Rare,$2.91 
Piplup,Common,$2.23 
Riolu,Uncommon,$4.50 
Starly,Common,$2.88 
Ampharos,Rare,$3.88 
Burmy Sandy Cloak,Common,$0.88 
Delibird,Uncommon,$1.75 
Gallade,Rare,$14.95 
Latias,Rare,$4.81 
Mareep,Common,$1.41 
Ralts,Common,$0.85 
Spinda,Common,$1.15 
Wormadam Sandy Cloak,Uncommon,$3.38 
Burmy Plant Cloak,Common,$1.00 
Corsola,Common,$1.03 
Flaaffy,Uncommon,$5.00 
Kirlia,Uncommon,$1.08 
Latios,Rare,$5.04 
Mothim,Rare,$0.77 
Sentret,Common,$0.84 
Stantler,Uncommon,$2.99 
Carnivine,Uncommon,$1.96 
Chimchar,Common,$0.79 
Happiny,Common,$0.90 
Lucario,Rare,$1.96 
Luxray,Rare,$3.17 
Piplup,Common,$2.07 
Rare Candy,Uncommon,$7.19 
Roseanne's Research,Uncommon,$8.82 
Yanmega,Rare,$10.99 
Cherrim,Uncommon,$1.79 
Croagunk,Common,$0.76 
Heatran,Rare,$3.35 
Luxio,Uncommon,$2.60 
Night Maintenance,Uncommon,$2.95 
Probopass,Rare,$1.30 
Riolu,Common,$0.87 
Turtwig,Common,$0.78 
Buizel,Uncommon,$4.07 
Chimchar,Common,$0.45 
Gabite,Uncommon,$2.76 
Gible,Common,$0.52 
Manaphy,Rare,$1.13 
Pichu,Uncommon,$7.86 
Piplup,Common,$1.22 
Regigigas,Rare,$2.34 
Turtwig,Common,$0.66 
Buneary,Common,$0.52 
Croagunk,Uncommon,$1.48 
Garchomp,Rare,$6.30 
Lopunny,Uncommon,$0.49 
Pachirisu,Uncommon,$4.77 
Pikachu,Common,$5.74 
Raichu,Rare,$6.45 
Rotom,Rare,$1.30 
Absol ex,Ultra Rare,$35.51 
Altaria,Holo Rare,$5.31 
Armaldo,Holo Rare,$6.87 
Bagon,Common,$0.14 
Banette,Holo Rare,$4.74 
Beldum,Common,$0.25 
Cacnea,Common,$0.22 
Carvanha,Common,$0.23 
Charmander,Common,$0.96 
Chinchou,Common,$0.21 
Claydol ex,Ultra Rare,$30.74 
Cradily,Holo Rare,$1.46 
Darkness Energy (Special),Rare,$0.59 
Drake's Stadium,Uncommon,$0.50 
Duskull,Common,$0.17 
Energy Removal 2,Uncommon,$0.37 
Fighting Energy,Rare,$2.19 
Flareon Star,Ultra Rare,$389.91 
Gardevoir,Holo Rare,$7.55 
Glalie,Uncommon,$0.55 
Great Ball,Uncommon,$1.81 
Kabuto,Common,$0.53 
Kirlia,Uncommon,$0.36 
Lanturn,Rare,$0.92 
Lileep,Common,$0.31 
Machoke,Uncommon,$0.32 
Magnemite,Common,$0.24 
Master Ball,Uncommon,$0.80 
Medicham,Uncommon,$0.46 
Metagross ex,Ultra Rare,$35.79 
Metang,Uncommon,$0.82 
Multi Energy,Rare,$1.98 
Ninetales,Rare,$2.84 
Omanyte,Common,$0.34 
Phoebe's Stadium,Uncommon,$0.71 
Pikachu,Common,$2.66 
Professor Birch,Uncommon,$0.27 
Raichu,Holo Rare,$11.54 
Root Fossil,Common,$0.26 
Salamence ex,Ultra Rare,$89.38 
Sealeo,Uncommon,$0.37 
Seviper,Rare,$0.71 
Shelgon,Uncommon,$0.39 
Shuppet,Common,$0.26 
Skarmory ex,Ultra Rare,$28.24 
Slaking,Holo Rare,$2.89 
Snorunt,Common,$0.29 
Steven's Advice,Uncommon,$2.19 
Torchic,Common,$0.24 
Vaporeon Star,Ultra Rare,$304.04 
Vigoroth,Uncommon,$0.66 
Walrein ex,Ultra Rare,$32.95 
Water Energy,Rare,$3.89 
Wynaut,Common,$0.30 
Aggron,Holo Rare,$7.18 
Anorith,Uncommon,$0.49 
Aron,Common,$0.41 
Baltoy,Common,$0.27 
Battle Frontier,Uncommon,$3.99 
Blaziken,Holo Rare,$12.07 
Cacturne,Uncommon,$0.68 
Charizard,Holo Rare,$113.99 
Charmeleon,Uncommon,$0.58 
Claw Fossil,Common,$0.25 
Combusken,Uncommon,$0.30 
Cyclone Energy,Uncommon,$1.00 
Delcatty,Holo Rare,$3.53 
Dusclops,Rare,$0.59 
Energy Recycle System,Uncommon,$0.81 
Energy Switch,Uncommon,$0.47 
Fire Energy,Rare,$3.17 
Flygon ex,Ultra Rare,$33.73 
Glacia's Stadium,Uncommon,$2.15 
Grass Energy,Rare,$2.47 
Jolteon Star,Ultra Rare,$313.87 
Kabutops,Holo Rare,$8.95 
Lairon,Uncommon,$0.43 
Lightning Energy,Rare,$4.59 
Machamp,Holo Rare,$6.08 
Machop,Common,$0.24 
Magneton,Rare,$0.79 
Mawile,Rare,$0.80 
Meditite,Common,$0.24 
Metal Energy (Special),Rare,$0.97 
Mightyena,Rare,$0.71 
Mysterious Fossil,Common,$0.47 
Nuzleaf,Uncommon,$0.41 
Omastar,Rare,$0.84 
Pichu,Rare,$5.16 
Poochyena,Common,$0.21 
Psychic Energy,Rare,$3.93 
Ralts,Common,$0.30 
Sableye,Rare,$0.71 
Scott,Uncommon,$3.22 
Seedot,Common,$0.27 
Sharpedo,Uncommon,$0.44 
Shiftry ex,Ultra Rare,$26.00 
Sidney's Stadium,Uncommon,$0.32 
Skitty,Common,$0.33 
Slakoth,Common,$0.42 
Spheal,Common,$0.25 
Swablu,Common,$0.33 
Trapinch,Common,$0.31 
Vibrava,Uncommon,$0.31 
Vulpix,Common,$0.41 
Warp Energy,Uncommon,$0.68 
Wobbuffet,Rare,$0.67 
Zangoose,Rare,$0.61 
Aaron's Collection,Uncommon,$0.54 
Aggron,Rare,$1.45 
Alakazam E4 Lv.X,Ultra Rare,$79.78 
Arcanine,Holo Rare,$16.61 
Bastiodon GL,Holo Rare,$3.02 
Beedrill,Rare,$1.10 
Bronzong E4,Rare,$0.83 
Charon's Choice,Ultra Rare,$6.68 
Darkrai G,Holo Rare,$11.72 
Eevee,Common,$1.13 
Espeon E4,Rare,$7.99 
Flareon,Rare,$3.95 
Flint's Willpower,Uncommon,$0.39 
Floatzel GL Lv.X,Ultra Rare,$40.23 
Flygon Lv.X,Ultra Rare,$41.99 
Forretress G,Common,$0.37 
Frost Rotom,Ultra Rare,$8.39 
Gallade E4 Lv.X,Ultra Rare,$43.41 
Gastrodon East Sea,Rare,$1.09 
Glaceon,Uncommon,$4.53 
Golem E4,Rare,$1.18 
Heat Rotom,Ultra Rare,$16.48 
Hippopotas,Common,$0.34 
Hippowdon E4,Uncommon,$0.31 
Houndoom E4,Common,$0.50 
Infernape E4 Lv.X,Ultra Rare,$99.99 
Jolteon,Rare,$4.36 
Kecleon,Common,$0.41 
Lairon,Uncommon,$0.36 
Lucario GL,Holo Rare,$6.72 
Luxray GL,Holo Rare,$9.49 
Machamp GL,Uncommon,$0.49 
Metal Energy (Special),Uncommon,$0.60 
Mismagius GL Lv.X,Ultra Rare,$25.89 
Mr. Mime E4,Rare,$0.73 
Munchlax (70),Common,$0.52 
Nidoqueen,Rare,$3.80 
Nidoran M,Common,$0.23 
Nidorino,Common,$0.39 
Pikachu,Secret Rare,$79.99 
Quagsire GL,Common,$0.35 
Rampardos GL,Holo Rare,$5.86 
Rhyperior E4,Rare,$0.60 
Scizor E4,Uncommon,$1.84 
Seedot,Common,$0.25 
Shellos East Sea,Common,$0.33 
Shiftry,Holo Rare,$1.88 
Snorlax (81),Common,$2.76 
SP Energy,Uncommon,$0.29 
Starmie,Uncommon,$0.40 
Steelix GL,Uncommon,$1.14 
Surfing Pikachu,Secret Rare,$78.79 
Team Galactic's Invention G-109 SP Radar,Uncommon,$0.69 
Tropius,Uncommon,$0.47 
Underground Expedition,Uncommon,$0.36 
Vaporeon,Rare,$4.01 
Vibrava,Uncommon,$0.46 
Walrein,Rare,$0.83 
Weedle,Common,$0.35 
Whiscash E4,Uncommon,$0.34 
Aerodactyl GL,Common,$0.49 
Alakazam E4,Uncommon,$2.30 
Ambipom G,Common,$0.29 
Aron,Common,$0.37 
Bebe's Search,Uncommon,$0.34 
Bertha's Warmth,Uncommon,$0.31 
Carvanha,Common,$0.29 
Darkness Energy (Special),Uncommon,$0.47 
Drapion E4,Rare,$0.68 
Electrode G,Uncommon,$0.35 
Fan Rotom,Ultra Rare,$15.49 
Flareon E4,Common,$1.48 
Floatzel GL,Holo Rare,$4.56 
Flygon,Holo Rare,$10.57 
Flying Pikachu,Secret Rare,$82.48 
Froslass GL,Holo Rare,$5.32 
Gallade E4,Rare,$0.72 
Gastrodon (West Sea),Rare,$1.24 
Gengar GL,Uncommon,$3.21 
Gliscor E4,Common,$0.32 
Growlithe,Common,$0.45 
Heracross E4,Rare,$0.87 
Hippowdon,Rare,$0.87 
Hippowdon Lv.X,Ultra Rare,$31.72 
Infernape E4,Uncommon,$0.54 
Jirachi,Holo Rare,$8.14 
Kakuna,Common,$0.39 
Koffing,Common,$0.32 
Leafeon,Uncommon,$2.79 
Lucian's Assignment,Uncommon,$0.48 
Luxray GL Lv.X,Ultra Rare,$58.39 
Mamoswine GL,Rare,$0.96 
Mismagius GL,Holo Rare,$5.03 
Mow Rotom,Ultra Rare,$10.29 
Munchlax (69),Common,$0.55 
Nidoking,Rare,$2.85 
Nidoran F,Common,$0.51 
Nidorina,Common,$0.28 
Nuzleaf,Common,$0.31 
Pokemon Contest Hall,Uncommon,$0.46 
Raichu GL,Rare,$4.24 
Rapidash E4,Uncommon,$0.67 
Roserade GL,Holo Rare,$6.48 
Sealeo,Common,$0.30 
Sharpedo,Uncommon,$0.42 
Shellos West Sea,Common,$0.33 
Snorlax (33),Rare,$7.83 
Snorlax Lv.X,Ultra Rare,$110.00 
Spheal,Common,$0.42 
Staryu,Common,$0.30 
Sunyshore City Gym,Uncommon,$0.41 
Team Galactic's Invention G-107 Technical Mach. G,Uncommon,$0.39 
Trapinch,Common,$0.46 
Turtwig GL,Common,$0.55 
Upper Energy,Uncommon,$0.52 
Vespiquen E4,Rare,$0.88 
Volkner's Philosophy,Uncommon,$0.37 
Wash Rotom,Ultra Rare,$10.17 
Weezing,Common,$0.48 
Yanmega E4,Rare,$0.79 
Aggron,Holo Rare,$14.02 
Aron (49),Common,$0.59 
Beautifly,Holo Rare,$11.22 
Blaziken (3),Holo Rare,$40.87 
Camerupt,Holo Rare,$6.83 
Cascoon,Uncommon,$2.18 
Combusken (27),Uncommon,$0.94 
Darkness Energy (Special),Rare,$0.89 
Delcatty (5),Holo Rare,$11.71 
Dustox,Holo Rare,$9.68 
Electrike (30),Uncommon,$0.72 
Electrike (53),Common,$0.51 
Energy Restore,Uncommon,$0.44 
Energy Switch,Uncommon,$1.13 
Fire Energy,Common,$0.29 
Goldeen,Common,$0.31 
Grovyle (31),Uncommon,$0.95 
Hariyama (33),Uncommon,$0.37 
Hitmonchan ex,Ultra Rare,$35.11 
Kirlia (35),Uncommon,$1.90 
Lady Outing,Uncommon,$0.60 
Lairon (37),Uncommon,$1.32 
Lightning Energy,Common,$0.32 
Lum Berry,Uncommon,$0.46 
Makuhita (56),Common,$0.20 
Makuhita (58),Common,$0.47 
Manectric (9),Holo Rare,$4.65 
Marshtomp (41),Uncommon,$1.59 
Mewtwo ex,Ultra Rare,$102.35 
Mightyena (42),Uncommon,$1.16 
Mudkip (60),Common,$1.06 
Numel,Common,$0.49 
Pelipper,Rare,$0.56 
Poke Ball,Uncommon,$0.39 
Pokenav,Uncommon,$0.40 
Poochyena (64),Common,$0.66 
Potion,Common,$0.16 
Psychic Energy,Common,$0.60 
Ralts (66),Common,$0.63 
Ralts (68),Common,$0.74 
Sceptile (20),Rare,$2.40 
Seaking,Rare,$0.61 
Shroomish,Common,$0.28 
Skitty (44),Uncommon,$3.94 
Skitty (71),Common,$0.94 
Slakoth,Uncommon,$1.30 
Swampert (13),Holo Rare,$29.39 
Swellow,Uncommon,$0.60 
Taillow,Common,$0.32 
Torchic (74),Common,$1.26 
Treecko (76),Common,$1.12 
Wailmer,Uncommon,$0.56 
Water Energy,Common,$0.28 
Wingull,Common,$0.33 
Zigzagoon,Common,$0.57 
Aron (25),Uncommon,$1.37 
Aron (50),Common,$0.51 
Blaziken (15),Rare,$1.24 
Breloom,Rare,$1.45 
Carvanha,Common,$0.42 
Chansey ex,Ultra Rare,$23.95 
Combusken (28),Uncommon,$4.29 
Delcatty (29),Uncommon,$0.37 
Donphan,Rare,$0.75 
Electabuzz ex,Ultra Rare,$35.15 
Electrike (52),Common,$0.34 
Energy Removal 2,Uncommon,$0.41 
Energy Search,Common,$0.24 
Fighting Energy,Common,$0.34 
Gardevoir,Holo Rare,$22.00 
Grass Energy,Common,$0.18 
Grovyle (32),Uncommon,$1.86 
Hariyama (8),Holo Rare,$6.69 
Kirlia (34),Uncommon,$1.35 
Koffing,Common,$0.34 
Lairon (36),Uncommon,$0.79 
Lapras ex,Ultra Rare,$40.24 
Linoone,Uncommon,$0.97 
Magmar ex,Ultra Rare,$22.55 
Makuhita (57),Common,$0.26 
Manectric (39),Uncommon,$0.90 
Marshtomp (40),Uncommon,$1.11 
Metal Energy (Special),Rare,$0.92 
Mightyena (10),Holo Rare,$10.33 
Mudkip (59),Common,$1.57 
Nosepass,Rare,$0.61 
Oran Berry,Uncommon,$0.75 
Phanpy,Common,$0.58 
Pokemon Reversal,Uncommon,$1.13 
Poochyena (63),Common,$0.31 
Poochyena (65),Common,$0.38 
Professor Birch,Uncommon,$0.38 
Rainbow Energy,Rare,$1.04 
Ralts (67),Common,$0.72 
Sceptile (11),Holo Rare,$25.24 
Scyther ex,Ultra Rare,$45.10 
Sharpedo,Rare,$1.09 
Silcoon,Uncommon,$1.49 
Skitty (70),Common,$0.29 
Slaking,Holo Rare,$7.59 
Sneasel ex,Ultra Rare,$30.50 
Swampert (23),Rare,$1.17 
Switch,Common,$0.33 
Torchic (73),Common,$0.60 
Treecko (75),Common,$0.38 
Vigoroth,Uncommon,$1.52 
Wailord,Holo Rare,$10.58 
Weezing,Rare,$0.45 
Wurmple,Common,$0.68 
Bastiodon,Promo,$11.82 
Cherrim,Promo,$21.00 
Gyarados,Promo,$52.50 
Lucario,Promo,$20.86 
Mewtwo,Promo,$50.98 
Pikachu,Promo,$174.81 
Skuntank,Promo,$21.00 
Venusaur,Promo,$54.00 
Bibarel,Promo,$28.00 
Diglett,Promo,$13.58 
Heatran,Promo,$24.00 
Mew,Promo,$71.05 
Ninetales,Promo,$28.74 
Rattata,Promo,$15.77 
Starmie,Promo,$24.83 
Zapdos,Promo,$50.00 
Aerodactyl ex,Ultra Rare,$49.35 
Anorith (27),Uncommon,$0.62 
Arbok,Uncommon,$1.50 
Armaldo,Holo Rare,$6.66 
Azumarill,Uncommon,$0.67 
Baltoy,Uncommon,$1.16 
Cacnea (57),Common,$0.29 
Cacturne,Holo Rare,$16.64 
Cradily,Holo Rare,$5.45 
Delcatty,Uncommon,$1.40 
Dunsparce,Common,$1.46 
Duskull (61),Common,$0.71 
Eevee,Common,$2.55 
Electabuzz,Uncommon,$0.92 
Espeon,Rare,$5.23 
Flareon,Holo Rare,$59.43 
Golduck,Rare,$0.78 
Illumise,Uncommon,$0.99 
Kabuto,Uncommon,$1.31 
Kecleon,Rare,$0.55 
Lairon,Uncommon,$0.99 
Lileep (42),Uncommon,$0.66 
Linoone,Uncommon,$1.40 
Lombre (46),Uncommon,$2.12 
Lotad (67),Common,$0.66 
Lunatone,Holo Rare,$16.71 
Mawile,Holo Rare,$16.61 
Murkrow,Uncommon,$1.16 
Natu,Common,$0.24 
Nuzleaf (49),Uncommon,$0.89 
Omastar,Rare,$0.82 
